eventName,eventCategory,eventSubCategory,eventWebsite,eventTicketLink,eventStartMonth,eventStartDay,eventStartYear,eventEndMonth,eventEndDay,eventEndYear,eventStartTime,eventEndTime,eventLocation,eventCreatorType,eventKeywords,claimEvent,eventDescription,ageRestricted,longitude,latitude
"Animal Stories",3,0,NULL,NULL,10,10,2013,10,10,2013,NULL,23:59,"  															Gardiner Museum of Ceramic Art",Artist,NULL,0,NULL,0,-79.3935145,43.6679036
"Jun Kaneko",3,0,NULL,NULL,09,17,2013,09,17,2013,NULL,23:59,"  															Gardiner Museum of Ceramic Art",Artist,NULL,0,NULL,0,-79.3935145,43.6679036
"Bouchra Khalili",3,0,NULL,NULL,09,03,2013,09,03,2013,NULL,23:59,"  															Justina M. Barnicke",Artist,NULL,0,NULL,0,-79.3946907,43.663669
"Harold Klunder",3,0,NULL,NULL,06,13,2013,06,13,2013,NULL,23:59,"  															MacLaren Art Centre",Artist,NULL,0,NULL,0,-79.685179,44.390111
"Michael Forster",3,0,NULL,NULL,09,01,2013,09,01,2013,NULL,23:59,"  															MacLaren Art Centre",Artist,NULL,0,NULL,0,-79.685179,44.390111
"Denyse Thomasos",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															MacLaren Art Centre",Artist,NULL,0,NULL,0,-79.685179,44.390111
"Land/Slide: Possible Futures",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Markham Museum",Artist,NULL,0,NULL,0,-79.2645769,43.8940432
"Thelma Rosner and John Noestheden",3,0,NULL,NULL,10,23,2013,10,23,2013,NULL,23:59,"  															McMaster Museum of Art",Artist,NULL,0,NULL,0,-79.9186311,43.2575948
"Worldly Possession: Visualizing Ownership In The Age Of The Baroque;",3,0,NULL,NULL,09,27,2013,09,27,2013,NULL,23:59,"  															McMaster Museum of Art",Artist,NULL,0,NULL,0,-79.9186311,43.2575948
"Edward Burtynsky and Ansel Adams",3,0,NULL,NULL,06,29,2013,06,29,2013,NULL,23:59,"  															McMichael Canadian Art Collection",Artist,NULL,0,NULL,0,-79.6252019,43.8407301
"Karine Giboulo",3,0,NULL,NULL,10,12,2013,10,12,2013,NULL,23:59,"  															McMichael Canadian Art Collection",Artist,NULL,0,NULL,0,-79.6252019,43.8407301
"David Cronenberg: Transformations",3,0,NULL,NULL,09,07,2013,09,07,2013,NULL,23:59,"  															MOCCA",Artist,NULL,0,NULL,0,-79.4169861,43.6446638
"TIFF Future Projections:",3,0,NULL,NULL,09,04,2013,09,04,2013,NULL,23:59,"  															MOCCA",Artist,NULL,0,NULL,0,-79.4169861,43.6446638
"Through The Eye",3,0,NULL,NULL,11,02,2013,11,02,2013,NULL,23:59,"  															MOCCA",Artist,NULL,0,NULL,0,-79.4169861,43.6446638
"BMO 1st Art! Invitational Student Art Competition",3,0,NULL,NULL,10,01,2013,10,01,2013,NULL,23:59,"  															MOCCA",Artist,NULL,0,NULL,0,-79.4169861,43.6446638
"Sculpture/prints/textiles/ceramics/jewellery from the collection",3,0,NULL,NULL,10,01,2013,10,01,2013,NULL,23:59,"  															Museum of Inuit Art",Artist,NULL,0,NULL,0,-79.3808612,43.639499
"Kelly Jazvac",3,0,NULL,NULL,09,15,2013,09,15,2013,NULL,23:59,"  															Oakville Galleries",Artist,NULL,0,NULL,0,-79.6876659,43.467517
"Surface Tension",3,0,NULL,NULL,09,15,2013,09,15,2013,NULL,23:59,"  															Oakville Galleries",Artist,NULL,0,NULL,0,-79.6876659,43.467517
"Micah Lexier",3,0,NULL,NULL,09,26,2013,09,26,2013,NULL,23:59,"  															The Power Plant",Artist,NULL,0,NULL,0,-79.3828443,43.6394085
"Juan A Gaitán",3,0,NULL,NULL,10,16,2013,10,16,2013,NULL,23:59,"  															The Power Plant",Artist,NULL,0,NULL,0,-79.3828443,43.6394085
"Julie Mehretu",3,0,NULL,NULL,11,07,2013,11,07,2013,NULL,23:59,"  															The Power Plant",Artist,NULL,0,NULL,0,-79.3828443,43.6394085
"Making Methods",3,0,NULL,NULL,09,06,2013,09,06,2013,NULL,23:59,"  															Robert McLaughlin Gallery",Artist,NULL,0,NULL,0,-78.8658404,43.8950421
"Community Curates",3,0,NULL,NULL,09,06,2013,09,06,2013,NULL,23:59,"  															Robert McLaughlin Gallery",Artist,NULL,0,NULL,0,-78.8658404,43.8950421
"Toni Hamel",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Robert McLaughlin Gallery",Artist,NULL,0,NULL,0,-78.8658404,43.8950421
"Jennifer Marman and Daniel Borins",3,0,NULL,NULL,11,16,2013,11,16,2013,NULL,23:59,"  															Robert McLaughlin Gallery",Artist,NULL,0,NULL,0,-78.8658404,43.8950421
"A Vital Force: The Canadian Group Of Painters",3,0,NULL,NULL,11,30,2013,11,30,2013,NULL,23:59,"  															Robert McLaughlin Gallery",Artist,NULL,0,NULL,0,-78.8658404,43.8950421
BIG,3,0,NULL,NULL,11,03,2013,11,03,2013,NULL,23:59,"  															Royal Ontario Museum",Artist,NULL,0,NULL,0,-79.3947709,43.6684293
"Mesopotamia: Inventing Our World",3,0,NULL,NULL,06,22,2013,06,22,2013,NULL,23:59,"  															Royal Ontario Museum",Artist,NULL,0,NULL,0,-79.3947709,43.6684293
"Raja Deen Dayal",3,0,NULL,NULL,05,09,2013,05,09,2013,NULL,23:59,"  															Royal Ontario Museum",Artist,NULL,0,NULL,0,-79.3947709,43.6684293
"Faces To Remember: Chinese Portraits Of The Ming And Qing Dynasties",3,0,NULL,NULL,05,18,2013,05,18,2013,NULL,23:59,"  															Royal Ontario Museum",Artist,NULL,0,NULL,0,-79.3947709,43.6684293
"Ghost Dance: Activism. Resistance. Art.",3,0,NULL,NULL,09,18,2013,09,18,2013,NULL,23:59,"  															Ryerson Image Centre",Artist,NULL,0,NULL,0,-79.3792455,43.6577458
"Moving Frames, Shifting Boundaries: image arts students",3,0,NULL,NULL,09,18,2013,09,18,2013,NULL,23:59,"  															Ryerson Image Centre",Artist,NULL,0,NULL,0,-79.3792455,43.6577458
"Ancestry And Artistry: Maya Textiles From Guatemala",3,0,NULL,NULL,10,02,2013,10,02,2013,NULL,23:59,"  															Textile Museum of Canada",Artist,NULL,0,NULL,0,-79.4143721,43.7925176
"reDesign 3013: Knoll Textiles",3,0,NULL,NULL,11,06,2013,11,06,2013,NULL,23:59,"  															Textile Museum of Canada",Artist,NULL,0,NULL,0,-79.4143721,43.7925176
"Farandole: Perspectives On Western Canadian Métis Culture",3,0,NULL,NULL,10,09,2013,10,09,2013,NULL,23:59,"  															Textile Museum of Canada",Artist,NULL,0,NULL,0,-79.4143721,43.7925176
"Telling Stories",3,0,NULL,NULL,09,18,2013,09,18,2013,NULL,23:59,"  															Textile Museum of Canada",Artist,NULL,0,NULL,0,-79.4143721,43.7925176
"A Thousand Works In Eighty Spaces: The Art On Campus Program;",3,0,NULL,NULL,09,03,2013,09,03,2013,NULL,23:59,"  															University of Toronto Art Centre",Artist,NULL,0,NULL,0,-79.3967021,43.6626445
"Framing Narratives: Renaissance To Modernism",3,0,NULL,NULL,09,03,2013,09,03,2013,NULL,23:59,"  															University of Toronto Art Centre",Artist,NULL,0,NULL,0,-79.3967021,43.6626445
"Moving Side And Forward: A Journey Through The Collection of York University; Excavations",3,0,NULL,NULL,11,27,2013,11,27,2013,NULL,23:59,"  															Varley Art Gallery",Artist,NULL,0,NULL,0,-79.3123353,43.8690777
"Ahasiw Maskegon-Iskwew",3,0,NULL,NULL,10,18,2013,10,18,2013,NULL,23:59,"  															A Space Gallery",Artist,NULL,0,NULL,0,-79.3937409,43.6478533
"Katie Pretti",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Al Green Gallery",Artist,NULL,0,NULL,0,-79.394186,43.696732
"Shape Shifter group show",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Arsenal Toronto/Division Gallery",Artist,NULL,0,NULL,0,-79.3391873,43.7898429
"Allyson Mitchell",3,0,NULL,NULL,10,16,2013,10,16,2013,NULL,23:59,"  															Art Gallery Of York U offsite",Artist,NULL,0,NULL,0,-79.4393146,43.6506711
"100+ galleries, talks",3,0,NULL,NULL,10,24,2013,10,24,2013,NULL,23:59,"  															Art Toronto",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Process faculty show",3,0,NULL,NULL,09,20,2013,09,20,2013,NULL,23:59,"  															Art Works",Artist,NULL,0,NULL,0,-79.4869249,43.6549875
"Beyond The Pale group show",3,0,NULL,NULL,10,10,2013,10,10,2013,NULL,23:59,"  															Arta Gallery",Artist,NULL,0,NULL,0,-79.3596791,43.649556
"Tadeusz Biernot",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Articsók Gallery",Artist,NULL,0,NULL,0,-79.4592101,43.674294
"21st Century Surrealism group show",3,0,NULL,NULL,11,02,2013,11,02,2013,NULL,23:59,"  															Articsók Gallery",Artist,NULL,0,NULL,0,-79.4592101,43.674294
"Amin Rehman",3,0,NULL,NULL,11,30,2013,11,30,2013,NULL,23:59,"  															Articsók Gallery",Artist,NULL,0,NULL,0,-79.4592101,43.674294
"Barns Art Market",3,0,NULL,NULL,09,28,2013,09,28,2013,NULL,23:59,"  															Artscape Wychwood Barns",Artist,NULL,0,NULL,0,-79.4243605,43.680083
"Barns Art Market",3,0,NULL,NULL,10,19,2013,10,19,2013,NULL,23:59,"  															Artscape Wychwood Barns",Artist,NULL,0,NULL,0,-79.4243605,43.680083
"Beverley Rosenberg and Jennifer Febbraro",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															AWOL Gallery",Artist,NULL,0,NULL,0,-79.4195746,43.6459499
"100@100: Bain Arts Collective",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Bain Co-op",Artist,NULL,0,NULL,0,-79.3474155,43.6722504
"Eric Fischl",3,0,NULL,NULL,09,27,2013,09,27,2013,NULL,23:59,"  															Barbara Edwards Contemporary",Artist,NULL,0,NULL,0,-79.4139228,43.6723185
"Tom Campbell and Frederick Hagan",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Bau-Xi",Artist,NULL,0,NULL,0,-79.3927314,43.6542099
"Ted Fullerton and Tracey Tarling",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Bau-Xi",Artist,NULL,0,NULL,0,-79.3927314,43.6542099
"Bratsa Bonifacho",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Bau-Xi",Artist,NULL,0,NULL,0,-79.3927314,43.6542099
"Hugh Mackenzie and Steven Nederveen",3,0,NULL,NULL,11,09,2013,11,09,2013,NULL,23:59,"  															Bau-Xi",Artist,NULL,0,NULL,0,-79.3927314,43.6542099
"Barbara Cole",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Bau-Xi Photo",Artist,NULL,0,NULL,0,-79.3921786,43.6541699
"David Leventi",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Bau-Xi Photo",Artist,NULL,0,NULL,0,-79.3921786,43.6541699
"Michael Wolf",3,0,NULL,NULL,11,02,2013,11,02,2013,NULL,23:59,"  															Bau-Xi Photo",Artist,NULL,0,NULL,0,-79.3921786,43.6541699
"Nicholas and Sheila Pye",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Birch Libralato",Artist,NULL,0,NULL,0,-79.4059625,43.6453393
"Brendan Fernandes",3,0,NULL,NULL,10,24,2013,10,24,2013,NULL,23:59,"  															Borden Building",Artist,NULL,0,NULL,0,-79.4000994,43.6602678
"Jamie Q and Ian Phillips",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Canadian Lesbian and Gay Archives",Artist,NULL,0,NULL,0,-79.2921176,43.8551903
"Cesar Forero",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Canadian Sculpture Centre",Artist,NULL,0,NULL,0,-79.3803511,43.6642538
"85th! group show",3,0,NULL,NULL,10,10,2013,10,10,2013,NULL,23:59,"  															Canadian Sculpture Centre",Artist,NULL,0,NULL,0,-79.3803511,43.6642538
"The Modern Batik Movement",3,0,NULL,NULL,09,29,2013,09,29,2013,NULL,23:59,"  															Cedar Ridge Gallery",Artist,NULL,0,NULL,0,-79.2089013,43.7584642
"Chih-Chien Wang",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Centre Space",Artist,NULL,0,NULL,0,-79.3703923,43.6504319
"The Ecology Of An Art Scene: Paris/Toronto symposium",3,0,NULL,NULL,11,09,2013,11,09,2013,NULL,23:59,"  															City Hall",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Sylvain Bouthillette",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Clint Roenisch",Artist,NULL,0,NULL,0,-79.4166168,43.6446567
"Les Ramsay and Denise Kupferschmidt",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Cooper Cole Gallery",Artist,NULL,0,NULL,0,-79.4214691,43.6492577
"Todd James and Marc Bell",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Cooper Cole Gallery",Artist,NULL,0,NULL,0,-79.4214691,43.6492577
"Waves, Drone, Goonone and Jimmy",3,0,NULL,NULL,09,20,2013,09,20,2013,NULL,23:59,"  															Creatures Creating",Artist,NULL,0,NULL,0,-79.4091991,43.6516698
"Stefan Alfons Malicki",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Creatures Creating",Artist,NULL,0,NULL,0,-79.4091991,43.6516698
"Shannon Bool",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Daniel Faria Gallery",Artist,NULL,0,NULL,0,-79.4425353,43.6543363
"William CG Hodge",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															David Kaye",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Bruce Cochrane",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															David Kaye",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Matthew Kudelka",3,0,NULL,NULL,10,17,2013,10,17,2013,NULL,23:59,"  															David Kaye",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"James Carl",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Diaz Contemporary",Artist,NULL,0,NULL,0,-79.4043086,43.6414078
"Andrew Hunter and Paul Butler",3,0,NULL,NULL,11,18,2013,11,18,2013,NULL,23:59,"  															Drake Hotel",Artist,NULL,0,NULL,0,-79.4246457,43.6431078
"Toronto East Rotary Club Arts And Crafts",3,0,NULL,NULL,11,16,2013,11,16,2013,NULL,23:59,"  															Eastminster United Church",Artist,NULL,0,NULL,0,-79.3535731,43.677126
"Valentina Scartapenna",3,0,NULL,NULL,02,10,2013,02,10,2013,NULL,23:59,"  															Eleanor Winters Gallery",Artist,NULL,0,NULL,0,-79.5022396,43.7762481
"Society of Estonian Artists",3,0,NULL,NULL,09,26,2013,09,26,2013,NULL,23:59,"  															Estonian House",Artist,NULL,0,NULL,0,-79.3579521,43.6817654
"Itee Pootoogook",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Feheley Fine Arts",Artist,NULL,0,NULL,0,-79.3703923,43.6504319
"Eclectic group show",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Fran Hill",Artist,NULL,0,NULL,0,-79.4278301,43.6817111
"Cindy and Bill Buzadi",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Gallery Catalyst",Artist,NULL,0,NULL,0,-79.4070605,43.6465931
"Susan Dobson, Matt Macintosh and Joyce Lau",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Gallery 44",Artist,NULL,0,NULL,0,-79.3937409,43.6478533
"Group show",3,0,NULL,NULL,09,27,2013,09,27,2013,NULL,23:59,"  															Gallery Hittite",Artist,NULL,0,NULL,0,-79.3922736,43.6717562
"Truth, Light & Matter group show",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Gallery House",Artist,NULL,0,NULL,0,-79.3127968,43.6697151
"13 group show",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Gallery 1313",Artist,NULL,0,NULL,0,-79.432007,43.641453
"Vesna Krstich",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Gallery TPW",Artist,NULL,0,NULL,0,-79.419504,43.6454618
"Wu Tsang",3,0,NULL,NULL,10,04,2013,10,04,2013,NULL,23:59,"  															Gallery TPW",Artist,NULL,0,NULL,0,-79.419504,43.6454618
Photorama,3,0,NULL,NULL,11,29,2013,11,29,2013,NULL,23:59,"  															Gallery TPW",Artist,NULL,0,NULL,0,-79.419504,43.6454618
"Fraser Stables",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Georgia Scherman Projects",Artist,NULL,0,NULL,0,-79.406019,43.6454814
"Alexis Forti",3,0,NULL,NULL,10,23,2013,10,23,2013,NULL,23:59,"  															Gerrard Art Space",Artist,NULL,0,NULL,0,-79.3238651,43.6719454
"The Annual: Shifting Ground",3,0,NULL,NULL,10,10,2013,10,10,2013,NULL,23:59,"  															Gladstone Hotel",Artist,NULL,0,NULL,0,-79.4271173,43.6425599
"Toronto Indie Arts Market",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Gladstone Hotel",Artist,NULL,0,NULL,0,-79.4271173,43.6425599
"Espacios Compartidos/Shared Spaces/Espaces Partagés group show",3,0,NULL,NULL,09,24,2013,09,24,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Cheryl Rondeau",3,0,NULL,NULL,10,22,2013,10,22,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Aurélien Muller and Grégory Palanque",3,0,NULL,NULL,10,22,2013,10,22,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Students Visual Arts Competition",3,0,NULL,NULL,10,22,2013,10,22,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Paul Walty, Denis Leclerc and Joseph Muscat",3,0,NULL,NULL,02,11,2013,02,11,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Collectif Padejo",3,0,NULL,NULL,02,11,2013,02,11,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Student exhibit",3,0,NULL,NULL,03,18,2013,03,18,2013,NULL,23:59,"  															Glendon Gallery",Artist,NULL,0,NULL,0,-79.3816549,43.7274611
"Art, music and performance",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Hamilton Supercrawl",Artist,NULL,0,NULL,0,-79.8660914,43.2500208
"Draw By Night participatory art event",3,0,NULL,NULL,09,18,2013,09,18,2013,NULL,23:59,"  															Handlebar",Artist,NULL,0,NULL,0,-79.4013471,43.65291
"Masterworks: Master Class of Watercolour group",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Hangman Art Gallery",Artist,NULL,0,NULL,0,-79.3463036,43.6596916
"The Ecology Of An Art Scene: Paris/Toronto symposium",3,0,NULL,NULL,11,08,2013,11,08,2013,NULL,23:59,"  															Harbourfront Centre",Artist,NULL,0,NULL,0,-79.3962557,43.6365294
"Other Worlds, Weird, Wonderscape, Between The Lines group shows;",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Harbourfront Centre",Artist,NULL,0,NULL,0,-79.3828906,43.6391182
"Art By Seven Women",3,0,NULL,NULL,09,15,2013,09,15,2013,NULL,23:59,"  															Heliconian Hall",Artist,NULL,0,NULL,0,-79.3933563,43.6718326
"Marra Saltmarche and Katy Curtis",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Huntclub",Artist,NULL,0,NULL,0,-79.4182994,43.6552235
"Harold Town",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Ingram Gallery",Artist,NULL,0,NULL,0,-79.3948147,43.6708126
"Scott Owles",3,0,NULL,NULL,11,02,2013,11,02,2013,NULL,23:59,"  															Ingram Gallery",Artist,NULL,0,NULL,0,-79.3948147,43.6708126
"Kate Grigg",3,0,NULL,NULL,11,23,2013,11,23,2013,NULL,23:59,"  															Ingram Gallery",Artist,NULL,0,NULL,0,-79.3948147,43.6708126
Alchimia,3,0,NULL,NULL,10,01,2013,10,01,2013,NULL,23:59,"  															Italian Cultural Institute",Artist,NULL,0,NULL,0,-79.4022099,43.6688131
"Coming To Terms (offsite group show by Justina M Barnicke Gallery)",3,0,NULL,NULL,09,16,2013,09,16,2013,NULL,23:59,"  															Jackman Humanities Institute",Artist,NULL,0,NULL,0,-79.400258,43.6677712
"Kristina Lee Podesva",3,0,NULL,NULL,11,27,2013,11,27,2013,NULL,23:59,"  															Jackman Humanities Institute",Artist,NULL,0,NULL,0,-79.400258,43.6677712
"Jason McLean",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Jessica Bradley Gallery",Artist,NULL,0,NULL,0,-79.4602507,43.6691322
"Hadley + Maxwell",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Jessica Bradley Gallery",Artist,NULL,0,NULL,0,-79.4602507,43.6691322
"Derek Sullivan",3,0,NULL,NULL,10,25,2013,10,25,2013,NULL,23:59,"  															Jessica Bradley Gallery",Artist,NULL,0,NULL,0,-79.4602507,43.6691322
"Sasha Pierce",3,0,NULL,NULL,11,29,2013,11,29,2013,NULL,23:59,"  															Jessica Bradley Gallery",Artist,NULL,0,NULL,0,-79.4602507,43.6691322
"Environmental Music II group show",3,0,NULL,NULL,09,26,2013,09,26,2013,NULL,23:59,"  															John B. Aird",Artist,NULL,0,NULL,0,-79.3876388,43.6633629
"Joe Catalano and Christina Genowefe",3,0,NULL,NULL,10,03,2013,10,03,2013,NULL,23:59,"  															Joseph D Carrier Gallery",Artist,NULL,0,NULL,0,-79.4569069,43.7136154
"Jerome Conway",3,0,NULL,NULL,09,17,2013,09,17,2013,NULL,23:59,"  															Joseph D Carrier Gallery",Artist,NULL,0,NULL,0,-79.4569069,43.7136154
"Gideon Tomaschoff",3,0,NULL,NULL,10,10,2013,10,10,2013,NULL,23:59,"  															Julie M. Gallery",Artist,NULL,0,NULL,0,-79.3621482,43.650182
"Alika Cooper",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Katharine Mulherin Contemporary Art Projects",Artist,NULL,0,NULL,0,-79.4221041,43.6435662
"Louie Palu",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Kinsman Robinson Galleries",Artist,NULL,0,NULL,0,-79.3914108,43.6702246
"We're In The Library group show",3,0,NULL,NULL,11,19,2013,11,19,2013,NULL,23:59,"  															Koffler Gallery",Artist,NULL,0,NULL,0,-79.4173275,43.6469314
"TBD: TDC59 typeface design competition",3,0,NULL,NULL,10,25,2013,10,25,2013,NULL,23:59,"  															L Space Gallery",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Big Night Out – Paris",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Latcham Gallery",Artist,NULL,0,NULL,0,-79.2478808,43.9716716
"Linda Duvall and Timeanddesire",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Latcham Gallery",Artist,NULL,0,NULL,0,-79.2478808,43.9716716
"Jane Burns",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															Leonardo Galleries",Artist,NULL,0,NULL,0,-79.3924862,43.671739
"Liberty Village Art Crawl",3,0,NULL,NULL,09,13,2013,09,13,2013,NULL,23:59,"  															Liberty Village",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Tom Everhart",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Liss Gallery",Artist,NULL,0,NULL,0,-79.3914071,43.65338
"Pedie Wolfond",3,0,NULL,NULL,09,22,2013,09,22,2013,NULL,23:59,"  															Lonsdale Gallery",Artist,NULL,0,NULL,0,-79.4127624,43.6884902
"David Holt and Lanny Shereck",3,0,NULL,NULL,10,05,2013,10,05,2013,NULL,23:59,"  															Loop Gallery",Artist,NULL,0,NULL,0,-79.424989,43.6493547
"Face To Place",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Market Gallery",Artist,NULL,0,NULL,0,-79.3714179,43.6483154
"Sukkahville 2013",3,0,NULL,NULL,09,22,2013,09,22,2013,NULL,23:59,"  															Mel Lastman Square",Artist,NULL,0,NULL,0,-79.4147365,43.767769
"Christopher Pratt",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															Mira Godard",Artist,NULL,0,NULL,0,-79.3934702,43.6715362
"Nathan Birch",3,0,NULL,NULL,09,14,2013,09,14,2013,NULL,23:59,"  															Mira Godard",Artist,NULL,0,NULL,0,-79.3934702,43.6715362
"Dean Drever",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															MKG127",Artist,NULL,0,NULL,0,-79.4301942,43.649561
"Claire Desjardins",3,0,NULL,NULL,09,20,2013,09,20,2013,NULL,23:59,"  															Muse Gallery",Artist,NULL,0,NULL,0,-79.3918178,43.6825355
"Sounds Scary Halloween Treasure Hunt",3,0,NULL,NULL,10,26,2013,10,26,2013,NULL,23:59,"  															NAISA Space",Artist,NULL,0,NULL,0,-79.4243605,43.680083
"Kathy Kennedy",3,0,NULL,NULL,10,26,2013,10,26,2013,NULL,23:59,"  															NAISA Space",Artist,NULL,0,NULL,0,-79.4243605,43.680083
"Winter Artfest",3,0,NULL,NULL,11,23,2013,11,23,2013,NULL,23:59,"  															Neilson Park Creative Centre",Artist,NULL,0,NULL,0,-79.5679235,43.6295213
"Andy DeCola and Ianick Raymond",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															Neubacher Shor Contemporary",Artist,NULL,0,NULL,0,-79.4323454,43.6420041
"Canzine Festival",3,0,NULL,NULL,10,20,2013,10,20,2013,NULL,23:59,"  															918 Bathurst Centre for Culture & the Arts",Artist,NULL,0,NULL,0,-79.4127959,43.668526
"Sacred Seven: Manifesto Festival",3,0,NULL,NULL,09,21,2013,09,21,2013,NULL,23:59,"  															918 Bathurst Centre for Culture & the Arts",Artist,NULL,0,NULL,0,-79.4127959,43.668526
"Las Hermanas Igelsias",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															No Foundation",Artist,NULL,0,NULL,0,-79.421895,43.6436107
"31 artists",3,0,NULL,NULL,09,28,2013,09,28,2013,NULL,23:59,"  															North York Visual Artists Studio Tour",Artist,NULL,0,NULL,0,-79.3831843,43.653226
"Romanticism Now group show",3,0,NULL,NULL,01,03,2013,01,03,2013,NULL,23:59,"  															O'Born Contemporary",Artist,NULL,0,NULL,0,-79.4198319,43.6471457
"Public Studio (Elle Flanders and Tamira Sawatzky)",3,0,NULL,NULL,09,12,2013,09,12,2013,NULL,23:59,"  															O'Born Contemporary",Artist,NULL,0,NULL,0,-79.4198319,43.6471457
"Candice Breitz",3,0,NULL,NULL,09,17,2013,09,17,2013,NULL,23:59,"  															OCAD U",Artist,NULL,0,NULL,0,-79.3911873,43.6532168
"Bill Shannon",3,0,NULL,NULL,09,18,2013,09,18,2013,NULL,23:59,"  															OCAD U",Artist,NULL,0,NULL,0,-79.3911873,43.6532168
"Festival Of The Body",3,0,NULL,NULL,09,19,2013,09,19,2013,NULL,23:59,"  															OCAD U",Artist,NULL,0,NULL,0,-79.3911873,43.6532168
